@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
957,'2020/01/13 08:34:02:248',25,1378.125,0.689974,6.164168,4
958,'2020/01/13 08:34:02:365',25,1507.324219,0.863197,6.802421,4
959,'2020/01/13 08:34:03:214',25,1291.992188,0.709501,5.651108,4
960,'2020/01/13 08:34:03:898',25,1378.125,0.928671,8.15886,4
961,'2020/01/13 08:34:04:515',25,1378.125,0.742294,6.253066,4
962,'2020/01/13 08:34:05:348',25,1378.125,0.671317,5.805964,4
963,'2020/01/13 08:34:06:314',25,1291.992188,0.744452,6.495882,4
964,'2020/01/13 08:34:06:964',25,1378.125,0.799722,6.849493,4
965,'2020/01/13 08:34:07:531',25,1335.058594,0.882559,7.614263,4
966,'2020/01/13 08:34:07:997',25,1291.992188,0.737862,6.189312,4
967,'2020/01/13 08:34:08:114',25,1335.058594,0.584757,5.088142,4
968,'2020/01/13 08:34:08:498',25,1335.058594,0.615885,5.496333,4
969,'2020/01/13 08:34:09:531',25,1335.058594,0.787688,6.731523,4
970,'2020/01/13 08:34:10:065',25,1291.992188,0.777378,6.601197,4
971,'2020/01/13 08:34:10:515',25,1291.992188,0.714508,6.205678,4
972,'2020/01/13 08:34:10:581',25,1291.992188,0.777939,6.528497,4
973,'2020/01/13 08:34:10:948',25,1291.992188,0.995164,8.701661,4
974,'2020/01/13 08:34:11:648',25,1291.992188,0.629491,5.215609,4
975,'2020/01/13 08:34:12:331',25,1291.992188,0.605155,5.130036,4
976,'2020/01/13 08:34:12:931',25,1291.992188,0.665989,5.73512,4
977,'2020/01/13 08:34:13:531',25,1335.058594,1.086897,9.379538,4
978,'2020/01/13 08:34:14:848',25,1378.125,0.768758,6.896023,4
979,'2020/01/13 08:34:15:365',25,1421.191406,0.685322,5.874187,4
980,'2020/01/13 08:34:15:848',25,1378.125,0.719142,6.02717,4
981,'2020/01/13 08:34:16:781',25,1421.191406,0.828576,6.988155,4
982,'2020/01/13 08:34:18:581',25,1335.058594,0.969128,7.934347,4
983,'2020/01/13 08:34:18:632',25,1464.257813,0.717987,5.196973,4
984,'2020/01/13 08:34:19:331',25,1248.925781,0.779352,6.607951,4
985,'2020/01/13 08:34:19:848',25,1378.125,0.707569,6.057303,4
986,'2020/01/13 08:34:19:931',25,1421.191406,0.782566,6.330627,4
987,'2020/01/13 08:34:20:765',25,1291.992188,0.683711,6.08753,4
988,'2020/01/13 08:34:20:815',25,1378.125,0.712753,6.136031,4
989,'2020/01/13 08:34:21:231',25,1378.125,0.666904,5.593484,4
